show_id,type,title,director,country,date_added,release_year,rating,listed_in,duration_min,seasons_count,year_added,month_added
s1165,Movie,Ni de coña,Fernando Ayllón,Spain,2021-03-26,2020,TV-MA,"Comedies, International Movies",97,0,2021,March
s1166,Movie,Pagglait,Umesh Bist,India,2021-03-26,2021,TV-PG,"Comedies, Dramas, International Movies",114,0,2021,March
s1168,Movie,Caught by a Wave,Massimiliano Camaiti,Italy,2021-03-25,2021,TV-14,"Dramas, International Movies, Romantic Movies",100,0,2021,March
s1171,Movie,Secret Magic Control Agency,Aleksey Tsitsilin,Russia,2021-03-25,2021,TV-Y7,"Children & Family Movies, Comedies",105,0,2021,March
s1172,Movie,Seaspiracy,Ali Tabrizi,United States,2021-03-24,2021,TV-14,Documentaries,90,0,2021,March
s1173,Movie,Loyiso Gola: Unlearning,Kagiso Lediga,South Africa,2021-03-23,2021,TV-MA,Stand-Up Comedy,60,0,2021,March
s1174,TV Show,Men on a Mission,Jung-ah Im,South Korea,2021-03-23,2021,TV-14,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",0,6,2021,March
s1184,Movie,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,Unknown,2021-03-19,2020,TV-G,"International Movies, Music & Musicals",84,0,2021,March
s1176,Movie,Philomena,Stephen Frears,United Kingdom,2021-03-22,2013,PG-13,"Dramas, Independent Movies, International Movies",98,0,2021,March
s1177,Movie,Any Crybabies Around?,Takuma Sato,Japan,2021-03-20,2020,TV-MA,"Dramas, International Movies",108,0,2021,March
s1178,Movie,Hospital,Brody Chu,Taiwan,2021-03-20,2020,TV-MA,"Horror Movies, International Movies",90,0,2021,March
s1179,Movie,Jiu Jitsu,Dimitri Logothetis,United States,2021-03-20,2020,R,Action & Adventure,102,0,2021,March
s1185,Movie,The Yin Yang Master,Li Weiran,China,2021-03-19,2021,TV-14,"Action & Adventure, International Movies",120,0,2021,March
s1186,Movie,Who's the Boss,Chinaza Onuzo,Nigeria,2021-03-19,2020,TV-MA,"Comedies, International Movies, Romantic Movies",106,0,2021,March
s1188,Movie,Deadly Illusions,Anna Elizabeth James,United States,2021-03-18,2021,R,Thrillers,115,0,2021,March
s1189,Movie,Get the Goat,Vitor Brandt,Brazil,2021-03-18,2021,TV-14,"Action & Adventure, Comedies, International Movies",98,0,2021,March
s1190,Movie,Nate Bargatze: The Greatest Average American,Troy Miller,United States,2021-03-18,2021,TV-G,Stand-Up Comedy,60,0,2021,March
s1191,Movie,Skylines,Liam O'Donnell,United Kingdom,2021-03-18,2020,R,Action & Adventure,113,0,2021,March
s1192,Movie,The Fluffy Movie,"Manny Rodriguez, Jay Lavender",United States,2021-03-18,2014,PG-13,Stand-Up Comedy,101,0,2021,March
s1193,Movie,The Present,Farah Nabulsi,United Kingdom,2021-03-18,2020,TV-MA,"Dramas, International Movies",24,0,2021,March
s1195,Movie,Catch.er,Walter Taylaur,Nigeria,2021-03-17,2017,TV-14,"Dramas, International Movies, Thrillers",80,0,2021,March
s1196,Movie,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,United States,2021-03-17,2021,R,Documentaries,100,0,2021,March
s1197,TV Show,Under Suspicion: Uncovering the Wesphael Case,Alain Brunard,Belgium,2021-03-17,2021,TV-14,"Crime TV Shows, Docuseries, International TV Shows",0,1,2021,March
s1198,Movie,Get on Up,Tate Taylor,United Kingdom,2021-03-16,2014,PG-13,"Dramas, Music & Musicals",139,0,2021,March
s1199,Movie,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,Germany,2021-03-16,2021,TV-MA,Stand-Up Comedy,74,0,2021,March
s1200,Movie,Savages,Oliver Stone,United States,2021-03-16,2012,R,"Dramas, Thrillers",131,0,2021,March
s1203,Movie,C/O Kaadhal,Hemambar Jasti,India,2021-03-15,2021,TV-14,"Dramas, International Movies, Romantic Movies",131,0,2021,March
s1204,Movie,The BFG,Steven Spielberg,United States,2021-03-15,2016,PG,"Children & Family Movies, Dramas",118,0,2021,March
s1205,Movie,The Last Blockbuster,Taylor Morden,United States,2021-03-15,2020,TV-14,Documentaries,87,0,2021,March
s1209,Movie,Çarsi Pazar,Muharrem Gülmez,Turkey,2021-03-12,2015,TV-MA,"Comedies, International Movies",97,0,2021,March
s1210,Movie,Just In Time,Dolapo Adeleke,Kenya,2021-03-12,2020,TV-G,"Comedies, Dramas, International Movies",92,0,2021,March
s1212,Movie,Mucize,Mahsun Kırmızıgül,Turkey,2021-03-12,2015,TV-14,"Dramas, International Movies",136,0,2021,March
s1208,Movie,Audrey,Helena Coan,Unknown,2021-03-14,2020,TV-14,Documentaries,101,0,2021,March
s1194,Movie,Wave of Cinema: 90's Generation,Adriano Rudiman,Unknown,2021-03-18,2020,TV-PG,"Documentaries, International Movies, Music & Musicals",51,0,2021,March
s1213,Movie,Paper Lives,Can Ulkay,Turkey,2021-03-12,2021,TV-MA,"Dramas, International Movies",97,0,2021,March
s1215,Movie,Quiet,Luis Alejandro Pérez,Unknown,2021-03-12,2020,TV-MA,"Dramas, International Movies, Music & Musicals",103,0,2021,March
s1216,Movie,Romantik Komedi,Ketche,Turkey,2021-03-12,2010,TV-MA,"Comedies, International Movies, Romantic Movies",110,0,2021,March
s1217,Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,Turkey,2021-03-12,2013,TV-MA,"Comedies, International Movies, Romantic Movies",105,0,2021,March
s1219,Movie,YES DAY,Miguel Arteta,United States,2021-03-12,2021,PG,"Children & Family Movies, Comedies",90,0,2021,March
s1220,Movie,You're Everything To Me,Tolga Örnek,Turkey,2021-03-12,2016,TV-PG,"Comedies, Dramas, Independent Movies",107,0,2021,March
s1221,Movie,Coven of Sisters,Pablo Agüero,Spain,2021-03-11,2021,TV-MA,"Dramas, Independent Movies, International Movies",92,0,2021,March
s1222,Movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,Indonesia,2021-03-11,2020,TV-14,"Dramas, International Movies",94,0,2021,March
s1223,Movie,The Block Island Sound,"Kevin McManus, Matthew McManus",United States,2021-03-11,2020,TV-MA,"Horror Movies, Independent Movies",99,0,2021,March
s1224,TV Show,Dealer,"Ange Basterga, Nicolas Lopez",France,2021-03-10,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",0,1,2021,March
s1229,Movie,Bombay Rose,Gitanjali Rao,India,2021-03-08,2021,PG-13,"Dramas, Independent Movies, International Movies",97,0,2021,March
s1231,Movie,Aelay,Halitha Shameem,India,2021-03-05,2021,TV-14,"Comedies, Dramas, Independent Movies",151,0,2021,March
s1233,Movie,Dogwashers,Carlos Moreno,Colombia,2021-03-05,2021,TV-MA,"Comedies, Dramas, International Movies",108,0,2021,March
s1234,Movie,Fate of Alakada,Kayode Kasum,Nigeria,2021-03-05,2020,TV-14,"Comedies, International Movies",113,0,2021,March
s1235,TV Show,Nevenka: Breaking the Silence,Maribel Sánchez-Maroto,Spain,2021-03-05,2021,TV-MA,"Docuseries, International TV Shows, Spanish-Language TV Shows",0,1,2021,March
s1237,Movie,Sentinelle,Julien Leclercq,France,2021-03-05,2021,TV-MA,"Action & Adventure, Dramas, International Movies",81,0,2021,March
s1238,Movie,Mariposa,Fajar Bustomi,Indonesia,2021-03-04,2020,TV-14,"Comedies, International Movies, Romantic Movies",116,0,2021,March
s1240,Movie,Parker,Taylor Hackford,United States,2021-03-04,2013,R,Action & Adventure,119,0,2021,March
s1241,Movie,Safe Haven,Lasse Hallström,United States,2021-03-04,2013,PG-13,"Dramas, Romantic Movies",116,0,2021,March
s1242,Movie,Moxie,Amy Poehler,United States,2021-03-03,2021,PG-13,"Comedies, Dramas, Music & Musicals",112,0,2021,March
s1243,TV Show,Murder Among the Mormons,"Jared Hess, Tyler Measom",United States,2021-03-03,2021,TV-14,"Crime TV Shows, Docuseries",0,1,2021,March
s1244,Movie,Black or White,Mike Binder,United States,2021-03-02,2014,PG-13,Dramas,121,0,2021,March
s1245,Movie,Indoo Ki Jawani,Abir Sengupta,India,2021-03-02,2020,TV-14,"Action & Adventure, Comedies, International Movies",115,0,2021,March
s1249,Movie,Biggie: I Got a Story to Tell,Emmett Malloy,United States,2021-03-01,2021,R,"Documentaries, Music & Musicals",98,0,2021,March
s1247,TV Show,A Perfect Day For Arsenide,Sunny Lau,Unknown,2021-03-01,2019,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",0,1,2021,March
s1250,Movie,Blanche Gardin: The All-Nighter,"Xavier Maingon, Marc-Antoine Hélard",Unknown,2021-03-01,2021,TV-MA,Stand-Up Comedy,96,0,2021,March
s1251,Movie,Connected,Milton Kremer,Unknown,2021-03-01,2021,TV-G,"Documentaries, International Movies, Music & Musicals",42,0,2021,March
s1248,Movie,Banyuki,Hidenori Inoue,Unknown,2021-03-01,2009,TV-PG,"Action & Adventure, Dramas, International Movies",182,0,2021,March
s1252,Movie,Dances with Wolves,Kevin Costner,United States,2021-03-01,1990,PG-13,"Action & Adventure, Classic Movies, Dramas",181,0,2021,March
s1253,Movie,How to Be Really Bad,Marco Petry,Germany,2021-03-01,2018,TV-14,"Comedies, International Movies",100,0,2021,March
s1254,Movie,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham",United States,2021-03-01,2019,TV-Y,"Children & Family Movies, Comedies",22,0,2021,March
s1255,Movie,Rain Man,Barry Levinson,United States,2021-03-01,1988,R,"Classic Movies, Dramas",134,0,2021,March
s1257,Movie,Tenacious D in The Pick of Destiny,Liam Lynch,United States,2021-03-01,2006,R,"Comedies, Cult Movies, Music & Musicals",94,0,2021,March
s1256,Movie,Seven Souls in the Skull Castle 2011,Hidenori Inoue,Unknown,2021-03-01,2011,TV-14,"Action & Adventure, Dramas, International Movies",177,0,2021,March
s1259,Movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen",Belgium,2021-02-26,2021,TV-Y7,"Children & Family Movies, Comedies",88,0,2021,February
s1260,Movie,Captain Fantastic,Matt Ross,United States,2021-02-26,2016,R,"Comedies, Dramas, Independent Movies",119,0,2021,February
s1261,Movie,Crazy About Her,Dani de la Orden,Spain,2021-02-26,2021,TV-MA,"Comedies, International Movies, Romantic Movies",107,0,2021,February
s1262,Movie,Fuga,Pablo Larraín,Argentina,2021-02-26,2006,TV-MA,"Dramas, Independent Movies, International Movies",112,0,2021,February
s1264,Movie,No Escape,John Erick Dowdle,United States,2021-02-26,2015,R,Action & Adventure,103,0,2021,February
s1265,Movie,Our Idiot Brother,Jesse Peretz,United States,2021-02-26,2011,R,"Comedies, Dramas, Independent Movies",90,0,2021,February
s1266,Movie,The Girl on the Train,Ribhu Dasgupta,India,2021-02-26,2021,TV-MA,"International Movies, Thrillers",120,0,2021,February
s1267,Movie,Tony Manero,Pablo Larraín,Chile,2021-02-26,2008,TV-MA,"Dramas, Independent Movies, International Movies",97,0,2021,February
s1268,Movie,Who Am I,Baran bo Odar,Germany,2021-02-26,2014,TV-MA,"International Movies, Thrillers",102,0,2021,February
s1270,Movie,Geez & Ann,Rizki Balki,Indonesia,2021-02-25,2021,TV-PG,"Dramas, International Movies, Romantic Movies",106,0,2021,February
s1277,Movie,M8 - When Death Rescues Life,Jeferson De,Unknown,2021-02-24,2019,TV-MA,"Dramas, International Movies",84,0,2021,February
s1274,Movie,"Blue, Painful, Fragile",Shunsuke Kariyama,Japan,2021-02-24,2020,TV-14,"International Movies, Thrillers",119,0,2021,February
s1279,Movie,Brian Regan: On the Rocks,Troy Miller,United States,2021-02-23,2021,TV-G,Stand-Up Comedy,58,0,2021,February
s1280,Movie,Made You Look: A True Story About Fake Art,Barry Avrich,Canada,2021-02-23,2020,TV-14,"Documentaries, International Movies",90,0,2021,February
s1281,Movie,Pelé,"David Tryhorn, Ben Nicholas",United Kingdom,2021-02-23,2021,TV-14,"Documentaries, International Movies, Sports Movies",109,0,2021,February
s1282,Movie,Red,Tirumala Kishore,India,2021-02-23,2021,TV-14,"Dramas, International Movies",143,0,2021,February
s1284,Movie,The Conjuring,James Wan,United States,2021-02-21,2013,R,"Horror Movies, Thrillers",112,0,2021,February
s1285,Movie,The Conjuring 2,James Wan,Canada,2021-02-21,2016,R,Horror Movies,134,0,2021,February
s1287,Movie,Classmates Minus,Huang Hsin-Yao,Taiwan,2021-02-20,2020,TV-MA,"Comedies, Dramas, Independent Movies",123,0,2021,February
s1289,Movie,Operation Finale,Chris Weitz,United States,2021-02-20,2018,PG-13,"Dramas, Thrillers",123,0,2021,February
s1291,Movie,I Care a Lot,J Blakeson,United Kingdom,2021-02-19,2021,R,"Comedies, LGBTQ Movies, Thrillers",118,0,2021,February
s1292,Movie,Love,Khalid Rahman,India,2021-02-19,2020,TV-14,"Dramas, Independent Movies, International Movies",91,0,2021,February
s1293,Movie,Perú: Tesoro escondido,Luis Ara,Uruguay,2021-02-19,2017,TV-PG,"Documentaries, International Movies",76,0,2021,February
s1294,TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy",India,2021-02-19,2021,TV-MA,"International TV Shows, TV Dramas",0,1,2021,February
s1290,Movie,Wave of Cinema: Surat dari Timur,Saron Sakina,Unknown,2021-02-20,2020,TV-G,"Documentaries, International Movies, Music & Musicals",58,0,2021,February
s1296,Movie,Eeb Allay Ooo!,Prateek Vats,India,2021-02-18,2019,TV-MA,"Comedies, Dramas, Independent Movies",97,0,2021,February
s1298,Movie,No Escape Room,Alex Merkin,United States,2021-02-18,2018,TV-14,Horror Movies,85,0,2021,February
s1304,Movie,The Most Unknown,Ian Cheney,United States,2021-02-17,2018,TV-PG,Documentaries,92,0,2021,February
s1305,Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,United States,2021-02-16,2021,TV-PG,Children & Family Movies,139,0,2021,February
s1306,Movie,Awara Paagal Deewana,Vikram Bhatt,India,2021-02-16,2002,TV-14,"Action & Adventure, Comedies, Dramas",162,0,2021,February
s1308,Movie,The Resurrection of Gavin Stone,Dallas Jenkins,United States,2021-02-16,2017,PG,"Children & Family Movies, Comedies, Dramas",92,0,2021,February
s1310,Movie,"My Teacher, My Obsession",Damián Romay,United States,2021-02-15,2018,TV-14,Thrillers,86,0,2021,February
s1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,Nigeria,2021-02-14,2021,TV-14,"Comedies, Dramas, International Movies",107,0,2021,February
s1313,Movie,Monsoon,Hong Khaou,United Kingdom,2021-02-13,2020,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",85,0,2021,February
s1316,Movie,Hate by Dani Rovira,Mario Briongos,Spain,2021-02-12,2021,TV-MA,Stand-Up Comedy,83,0,2021,February
s1317,Movie,Mundina Nildana,Vinay Bharadwaj,India,2021-02-12,2019,TV-MA,"Dramas, International Movies, Romantic Movies",104,0,2021,February
s1319,Movie,To All The Boys: Always And Forever,Michael Fimognari,United States,2021-02-12,2021,TV-14,"Comedies, Romantic Movies",116,0,2021,February
s1320,Movie,Xico's Journey,Eric D. Cabello Díaz,Mexico,2021-02-12,2021,TV-Y7,Children & Family Movies,87,0,2021,February
s1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,Spain,2021-02-11,2018,TV-14,"Comedies, Dramas, International Movies",91,0,2021,February
s1324,Movie,Layla Majnun,Monty Tiwa,Indonesia,2021-02-11,2020,TV-14,"Dramas, International Movies, Romantic Movies",119,0,2021,February
s1325,Movie,Middle of Nowhere,Ava DuVernay,United States,2021-02-11,2012,R,"Dramas, Independent Movies, Romantic Movies",102,0,2021,February
s1326,Movie,Red Dot,Alain Darborg,Sweden,2021-02-11,2021,TV-MA,"International Movies, Thrillers",86,0,2021,February
s1327,Movie,Squared Love,Filip Zylber,Poland,2021-02-11,2021,TV-14,"Comedies, International Movies, Romantic Movies",102,0,2021,February
s1309,TV Show,Booba,Unknown,United Kingdom,2021-02-15,2021,TV-Y7,"Kids' TV, TV Comedies",0,4,2021,February
s1328,Movie,This Is the Life,Ava DuVernay,United States,2021-02-11,2008,TV-MA,"Documentaries, Music & Musicals",98,0,2021,February
s1329,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,United States,2021-02-10,2021,TV-MA,"Crime TV Shows, Docuseries",0,1,2021,February
s1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,France,2021-02-10,2021,TV-MA,"Comedies, International Movies",99,0,2021,February
s1331,Movie,The World We Make,Brian Baugh,United States,2021-02-10,2019,PG,"Dramas, Romantic Movies",108,0,2021,February
s1334,Movie,War Dogs,Todd Phillips,United States,2021-02-08,2016,R,"Comedies, Dramas",114,0,2021,February
s1335,Movie,Monster Run,Henri Wong,China,2021-02-07,2020,TV-14,"Action & Adventure, International Movies",104,0,2021,February
s1337,Movie,Blanche Gardin: I talk to myself,Maïa Sandoz,France,2021-02-05,2017,TV-MA,Stand-Up Comedy,88,0,2021,February
s1338,Movie,Doob: No Bed of Roses,Mostofa Sarwar Farooki,Bangladesh,2021-02-05,2017,TV-PG,"Dramas, Independent Movies, International Movies",104,0,2021,February
s1341,Movie,Little Big Women,Joseph Hsu,Taiwan,2021-02-05,2020,TV-14,"Dramas, International Movies",123,0,2021,February
s1342,Movie,Malcolm & Marie,Sam Levinson,United States,2021-02-05,2021,R,"Dramas, Independent Movies",106,0,2021,February
s1343,Movie,Space Sweepers,Jo Sung-hee,South Korea,2021-02-05,2021,TV-MA,"Action & Adventure, Dramas, International Movies",138,0,2021,February
s1344,Movie,"Strip Down, Rise Up",Michèle Ohayon,United States,2021-02-05,2021,R,Documentaries,113,0,2021,February
s1345,Movie,The Last Paradiso,Rocco Ricciardulli,Italy,2021-02-05,2020,TV-MA,"Dramas, International Movies, Romantic Movies",107,0,2021,February
s1346,Movie,The Yin-Yang Master: Dream Of Eternity,Guo Jingming,China,2021-02-05,2021,TV-14,"Action & Adventure, International Movies",133,0,2021,February
s1347,Movie,All My Friends Are Dead,Jan Belcl,Poland,2021-02-03,2020,TV-MA,"Comedies, Dramas, International Movies",97,0,2021,February
s1348,Movie,Black Beach,Esteban Crespo,Spain,2021-02-03,2020,TV-MA,"Action & Adventure, International Movies",116,0,2021,February
s1352,Movie,"Our Lady of San Juan, Four Centuries of Miracles",Noé González,Mexico,2021-02-02,2020,TV-PG,"Dramas, Faith & Spirituality, International Movies",123,0,2021,February
s1354,Movie,Beverly Hills Ninja,Dennis Dugan,United States,2021-02-01,1997,PG-13,"Action & Adventure, Comedies",89,0,2021,February
s1358,Movie,Rocks,Sarah Gavron,United Kingdom,2021-02-01,2019,TV-MA,Dramas,93,0,2021,February
s1359,Movie,Shutter Island,Martin Scorsese,United States,2021-02-01,2010,R,Thrillers,139,0,2021,February
s1360,Movie,The Bank Job,Roger Donaldson,United Kingdom,2021-02-01,2008,R,"Dramas, International Movies, Thrillers",112,0,2021,February
s1361,TV Show,The House Arrest of Us,Richard Arellano,Philippines,2021-02-01,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0,1,2021,February
s1365,Movie,Zathura,Jon Favreau,United States,2021-02-01,2005,PG,"Children & Family Movies, Sci-Fi & Fantasy",101,0,2021,February
s1367,Movie,Fatima,Marco Pontecorvo,Portugal,2021-01-31,2020,PG-13,"Dramas, Faith & Spirituality",113,0,2021,January
s1368,Movie,Hell Fest,Gregory Plotkin,United States,2021-01-31,2018,R,Horror Movies,89,0,2021,January
s1369,Movie,Below Zero,Lluís Quílez,Spain,2021-01-29,2021,TV-MA,"Action & Adventure, International Movies",107,0,2021,January
s1370,Movie,Finding ‘Ohana,Jude Weng,United States,2021-01-29,2021,PG,"Children & Family Movies, Comedies",123,0,2021,January
s1371,Movie,The Dig,Simon Stone,United Kingdom,2021-01-29,2021,PG-13,"Dramas, International Movies",113,0,2021,January
s1382,Movie,Hire a Woman,Ifeanyi Ikpoenyi,Unknown,2021-01-26,2019,TV-14,"Comedies, International Movies, Romantic Movies",108,0,2021,January
s1373,Movie,June & Kopi,Noviandra Santosa,Indonesia,2021-01-28,2021,TV-PG,"Children & Family Movies, Dramas, International Movies",90,0,2021,January
s1383,Movie,She Is,Chris Eneng Enaji,Unknown,2021-01-26,2019,TV-PG,"Dramas, International Movies, Romantic Movies",102,0,2021,January
s1375,Movie,Accomplice,Jeremy Grant,United States,2021-01-27,2021,TV-14,"Documentaries, International Movies, Sports Movies",52,0,2021,January
s1377,Movie,Kilometers and Kilometers,Jeo Baby,India,2021-01-27,2020,TV-MA,"Comedies, Dramas, Independent Movies",127,0,2021,January
s1379,Movie,Penguin Bloom,Glendyn Ivin,Australia,2021-01-27,2021,TV-14,"Children & Family Movies, Dramas",95,0,2021,January
s1380,Movie,Black Rose,Okey Oku,Nigeria,2021-01-26,2018,TV-14,"Dramas, International Movies",121,0,2021,January
s1387,Movie,So My Grandma’s a Lesbian!,Ángeles Reiné,Portugal,2021-01-22,2020,TV-MA,"Comedies, International Movies, LGBTQ Movies",95,0,2021,January
s1388,Movie,The Next Three Days,Paul Haggis,United States,2021-01-22,2010,PG-13,"Dramas, Thrillers",133,0,2021,January
s1389,Movie,The White Tiger,Ramin Bahrani,India,2021-01-22,2021,R,Dramas,127,0,2021,January
s1390,Movie,Friendsgiving,Nicol Paone,United States,2021-01-21,2020,R,Comedies,95,0,2021,January
s1391,Movie,The Shadow of Violence,Nick Rowland,United Kingdom,2021-01-21,2020,R,Dramas,101,0,2021,January
s1392,Movie,Cut Throat City,RZA,United States,2021-01-20,2020,R,Dramas,123,0,2021,January
s1394,Movie,Sightless,Cooper Karl,United States,2021-01-20,2020,TV-14,Thrillers,89,0,2021,January
s1397,Movie,Homefront,Gary Fleder,United States,2021-01-18,2013,R,Action & Adventure,100,0,2021,January
s1398,Movie,A Monster Calls,J.A. Bayona,United Kingdom,2021-01-16,2016,PG-13,"Dramas, Sci-Fi & Fantasy",108,0,2021,January
s1399,Movie,Death of Me,Darren Lynn Bousman,United States,2021-01-16,2020,R,Horror Movies,94,0,2021,January
s1400,Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler",United States,2021-01-16,2018,TV-14,"Dramas, Independent Movies",103,0,2021,January
s1404,Movie,Double Dad,Cris D'Amato,Brazil,2021-01-15,2020,TV-G,"Children & Family Movies, Comedies, Dramas",105,0,2021,January
s1406,Movie,Outside the Wire,Mikael Håfström,Hungary,2021-01-15,2021,R,Action & Adventure,116,0,2021,January
s1407,Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith",United States,2021-01-15,2014,PG,"Children & Family Movies, Comedies",92,0,2021,January
s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,United States,2021-01-15,2019,TV-Y,Children & Family Movies,65,0,2021,January
s1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,Unknown,2021-01-12,2021,TV-MA,Stand-Up Comedy,98,0,2021,January
s1410,Movie,The Vanished,Peter Facinelli,United States,2021-01-15,2020,R,Thrillers,115,0,2021,January
s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,India,2021-01-15,2021,TV-MA,"Dramas, International Movies",96,0,2021,January
s1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,United States,2021-01-15,2021,TV-14,Documentaries,32,0,2021,January
s1413,Movie,Wish You,Sung Do-jun,South Korea,2021-01-15,2021,TV-PG,"Dramas, International Movies, LGBTQ Movies",102,0,2021,January
s1414,Movie,Tanda Tanya,Hanung Bramantyo,Indonesia,2021-01-14,2011,TV-MA,"Dramas, International Movies",102,0,2021,January
s1415,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti",Indonesia,2021-01-14,2020,TV-14,"Comedies, Dramas, International Movies",101,0,2021,January
s1416,Movie,An Imperfect Murder,James Toback,United States,2021-01-13,2017,R,"Dramas, Thrillers",71,0,2021,January
s1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,United States,2021-01-13,2021,TV-MA,"Crime TV Shows, Docuseries",0,1,2021,January
s1418,Movie,Al acecho,Francisco D'Eufemia,Argentina,2021-01-12,2019,TV-MA,"International Movies, Thrillers",81,0,2021,January
s1420,TV Show,Last Tango in Halifax,Juliet May,United Kingdom,2021-01-12,2020,TV-MA,"British TV Shows, Romantic TV Shows, TV Dramas",0,4,2021,January
s1421,Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,United States,2021-01-11,2021,TV-MA,Documentaries,90,0,2021,January
s1422,Movie,The Intouchables,"Olivier Nakache, Éric Toledano",France,2021-01-11,2011,R,"Comedies, Dramas, International Movies",112,0,2021,January
s1423,Movie,Apaharan,Prakash Jha,India,2021-01-08,2005,TV-14,"Dramas, International Movies",161,0,2021,January
s1424,Movie,BluffMaster!,Rohan Sippy,India,2021-01-08,2005,TV-14,"Comedies, International Movies, Romantic Movies",129,0,2021,January
s1425,Movie,Charming,Ross Venokur,Canada,2021-01-08,2021,TV-Y7,"Children & Family Movies, Comedies",85,0,2021,January
s1427,Movie,Gangaajal,Prakash Jha,India,2021-01-08,2003,TV-MA,"Dramas, International Movies",148,0,2021,January
s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez",Unknown,2021-01-06,2021,TV-MA,"Documentaries, International Movies, Music & Musicals",76,0,2021,January
s1429,Movie,Is Love Enough? Sir,Rohena Gera,India,2021-01-08,2018,TV-MA,"Dramas, Independent Movies, International Movies",99,0,2021,January
s1433,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,Spain,2021-01-08,2021,TV-14,"Anime Series, International TV Shows, Spanish-Language TV Shows",0,2,2021,January
s1434,Movie,100% Halal,Jastis Arimba,Indonesia,2021-01-07,2020,TV-14,"Dramas, International Movies",101,0,2021,January
s1435,Movie,Leap!,"Eric Summer, Éric Warin",France,2021-01-07,2016,PG,"Children & Family Movies, Comedies",89,0,2021,January
s1436,Movie,Pieces of a Woman,Kornél Mundruczó,Canada,2021-01-07,2020,R,Dramas,128,0,2021,January
s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,France,2021-01-06,2020,TV-14,"Documentaries, International Movies, Sports Movies",99,0,2021,January
s1442,Movie,Hello Brother,Sohail Khan,India,2021-01-04,1999,TV-14,"Action & Adventure, Comedies, International Movies",126,0,2021,January
s1445,Movie,Playing for Keeps,Gabriele Muccino,United States,2021-01-03,2012,PG-13,"Comedies, Romantic Movies, Sports Movies",106,0,2021,January
s1446,Movie,Asphalt Burning,Hallvard Bræin,Norway,2021-01-02,2020,TV-14,"Action & Adventure, Comedies, International Movies",101,0,2021,January
s1447,Movie,Bad Grandpa .5,Jeff Tremaine,United States,2021-01-01,2014,TV-MA,Comedies,87,0,2021,January
s1448,Movie,Case 39,Christian Alvart,United States,2021-01-01,2009,R,"Horror Movies, Thrillers",111,0,2021,January
s1451,Movie,Eddie Murphy: Raw,Robert Townsend,United States,2021-01-01,1987,R,Stand-Up Comedy,90,0,2021,January
s1452,Movie,Full Out 2: You Got This!,Jeff Deverett,United States,2021-01-01,2020,TV-Y,"Children & Family Movies, Dramas, Sports Movies",91,0,2021,January
s1453,Movie,Gimme Shelter,Ron Krauss,United States,2021-01-01,2013,PG-13,"Dramas, Independent Movies",101,0,2021,January
s1454,Movie,Good Burger,Brian Robbins,United States,2021-01-01,1997,PG,"Children & Family Movies, Comedies",96,0,2021,January
s1455,Movie,Good Hair,Jeff Stilson,United States,2021-01-01,2009,PG-13,Documentaries,96,0,2021,January
s1457,Movie,Into the Wild,Sean Penn,United States,2021-01-01,2007,R,"Action & Adventure, Dramas, Independent Movies",148,0,2021,January
s1459,Movie,London Heist,Mark McQueen,United Kingdom,2021-01-01,2017,R,Action & Adventure,96,0,2021,January
s1460,Movie,Mean Girls 2,Melanie Mayron,United States,2021-01-01,2011,PG-13,Comedies,98,0,2021,January
